##########################;;;;;;;;;;;;;x
##########################Decisions###########################;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
beyond_adalsia_desc;Beyond Adalsia lie the lands of the Riftogard, once a migratory people, shaped by similar traditions and transformations as our own. Their state stands as both our most direct threat and our greatest opportunity. Should their populations come under our control, integration into the Adalsian federal structure would follow swiftly, for their society has already undergone the same transitions that made federation possible here.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
form_AD2_title;Form the Adalsian Federation;;;;;;;;;;;;;;x
form_AD2_desc;Never before has Adalsia stood united. The peninsula’s rugged terrain and internal divisions long made unity a distant ideal rather than an attainable aim. Only with the arrival of modern technologies and political ideas did unification shift from fantasy to possibility. Today, the moment has come. The peninsula is secured under a single authority, its strategic position consolidated, and its future no longer left to fragmentation. The Adalsian Federation shall transform regional strength into national power, asserting itself not as a dream, but as a state capable of shaping the world it now stands ready to enter.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
form_MI1_title;Reformation of Milogard;;;;;;;;;;;;;;x
form_MI1_desc;From the ruins of a thousand years of strife and the ashes of its final defeat, the Milogardian Empire rises once more. Crushed by a great coalition and splintered into independent duchies, the legacy of Milogard seemed destined for oblivion. Yet, through iron will and unyielding ambition, the disparate lands have been united again under a single banner, restoring the empire’s former glory.With its strength renewed, Milogard now turns its gaze outward, seeking retribution against the neighbors who once dismantled it, vowing to reclaim its rightful place as a dominant power.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
form_FI1_title;Form The Union of Fidem;;;;;;;;;;;;;;x
form_FI1_desc;The continent of Fidem has long lacked a power capable of shaping history on its own terms. Thinkers across its states once treated unity as theory, a subject for debate among elites and scholars rather than a goal within reach. Yet the idea persisted, that three rival powers, if forged into one, would become a nation capable not merely of enduring history, but of defining it. Said era of speculation has passed. The material means for unification now exist, and the political moment favors action over philosophy. What was once written as conjecture can at last be pursued as policy. To unite Fidem is no longer to imagine greatness, but to aknowledge the possibility of it. The Union of Fidem shall not merely inherit a chapter of history. It shall begin a new one.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
form_ES6_title;Form Esdorea;;;;;;;;;;;;;;x
form_ES6_desc;On the coasts of Servile, along the Central Sea, frontier settlers long sought a life beyond the reach of kings and their many laws. From these rough and isolated beginnings, a culture of autonomy, labor, and self-rule gave birth to several fiercely independent republics, shaped by desert, jungle, and rugged coastlines alike. Though divided in government, they remained united in language and shared values. Rivalry hardened them, but did not estrange them. Now the question is no longer survival, but ascendance. Should one republic rise to unite the rest, the continent would witness the birth of the first state forged by its own people, commanding both legitimacy and strength. A united Esdorea would not ask for greatness, it would declare it, and few could vanquish a nation created by the harsh frontier itself.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
reunite_the_white_coast_title;Reunite The White Coast;;;;;;;;;;;;;;x
reunite_the_white_coast_desc;Long ago, the White Coast was governed as one colonial dominion, united in name if not always in leadership. Independence fractured what ambition could not share. Pinaro forged a republic in the north, Hamero yielded to a singular presidential authority in the south, and Calero placed its future in the hands of a foreign elected king, a crown meant to preserve the unity of the center before rival powers unraveled it. Their mandates divided them, but the idea lived on. Born of the same origin, speaking the same language, and carrying the same legacy, they remained kin in spirit. Now the age of rivalry ends. The White Coast is whole again. Spherso inherits the restored authority of the fallen dominion. The White Coast stands united under one sovereign nation.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
form_pera_title;Form Empire of the Pera;;;;;;;;;;;;;;x
form_pera_desc;200 years ago, the Pera was a region of feuding kingdoms, with shifting coalitions and ceaseless border disputes. This era ended abruptly with the Dohargard invasions, when the conquering hordes adopted the name Peragard and seized all Pera kingdoms by force, permanently destroying ever fortification in their way. Their rule was harsh, their taxes deeply resented, and open resistance seemingly impossible. Only the mountainous peninsulas held out. There, three surviving kingdoms preserved the Pera cause through guerrilla warfare, importing modern arms from abroad and enduring by patience rather than hope. In time, resistance became war, and war became liberation. Now the Peragard has been defeated. From victory rises a new and singular state: a united Pera authority, stronger and broader than any crown or coalition that came before it. The empire is proclaimed not as inheritance, but as the product of survival, resistance, and triumph. May it endure.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
form_NA1_title;Form Nadorilem;;;;;;;;;;;;;;x
form_NA1_desc;Long ago, we Nadorilemi were one people, united in strength and purpose. Then petty ambition, pride, and rivalry shattered our unity and left our nation weak and divided. Yet through hardship, sacrifice, and perseverance, we endured. Now our land stands whole again, our people bound by shared destiny, and the Kingdom of Nadorilem restored again.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
join_GAR_title;Join Milogard;;;;;;;;;;;;;;x
join_GAR_desc;This decision triggers re-annexation of all Gardian territories that triumphed during the Second Rising, consolidating them back into Milogard if the empire has already been reformed.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
end_of_gardian_independents_title;Wipe all Gardian cores;;;;;;;;;;;;;;x
end_of_gardian_independents_desc;This decision wipes out all Gardian cores if no Gardian nation remains;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
the_concordant_realm_FO1_title;Concordance with the Gardian people;;;;;;;;;;;;;;x
the_concordant_realm_FO1_desc;§YForse§! will gain a §Y0.4% Assimilation bonus§! on the §YGardian culture§!\n\nAfter centuries of unyielding strife and bitter conflict, the Gardian people of Milogard are to be fully brought into the fold of the Realm of Forse. This momentous decree not only seeks to heal the scars of a tumultuous past but to forge and weaponize the very essence of Milogard’s storied legacy of militarism. Their unwavering spirit and strength shall be molded to serve the cause of Forse, transforming old enmities into a formidable bulwark. With this union, we set forth to claim our rightful place as the hegemon of these lands, ready to face the encroaching might of our neighbors and to secure both our survival and supremacy in the trials that lie ahead.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
the_concordant_realm_HER_title;Concordance with the Gardian people;;;;;;;;;;;;;;x
the_concordant_realm_HER_desc;§YHerradem§! will gain a §Y0.4% Assimilation bonus§! on the §YGardian culture§!\n\nAfter centuries of unyielding strife and bitter conflict, the Gardian people of Milogard are to be fully brought into the fold of the Realm of Herradem. This momentous decree not only seeks to heal the scars of a tumultuous past but to forge and weaponize the very essence of Milogard’s storied legacy of militarism. Their unwavering spirit and strength shall be molded to serve the cause of Herradem, transforming old enmities into a formidable bulwark. With this union, we set forth to claim our rightful place as the hegemon of these lands, ready to face the encroaching might of our neighbors and to secure both our survival and supremacy in the trials that lie ahead.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
the_concordant_realm_NEO_title;Concordance with the Gardian people;;;;;;;;;;;;;;x
the_concordant_realm_NEO_desc;§YNeodore§! will gain a §Y0.4% Assimilation bonus§! on the §YGardian culture§!\n\nAfter centuries of unyielding strife and bitter conflict, the Gardian people of Milogard are to be fully brought into the fold of the Realm of Neodore. This momentous decree not only seeks to heal the scars of a tumultuous past but to forge and weaponize the very essence of Milogard’s storied legacy of militarism. Their unwavering spirit and strength shall be molded to serve the cause of Neodore, transforming old enmities into a formidable bulwark. With this union, we set forth to claim our rightful place as the hegemon of these lands, ready to face the encroaching might of our neighbors and to secure both our survival and supremacy in the trials that lie ahead.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
the_concordant_realm_PAL_title;Concordance with the Gardian people;;;;;;;;;;;;;;x
the_concordant_realm_PAL_desc;§YPalpedia§! will gain a §Y0.4% Assimilation bonus§! on the §YGardian culture§!\n\nAfter centuries of unyielding strife and bitter conflict, the Gardian people of Milogard are to be fully brought into the fold of the Realm of Palpedia. This momentous decree not only seeks to heal the scars of a tumultuous past but to forge and weaponize the very essence of Milogard’s storied legacy of militarism. Their unwavering spirit and strength shall be molded to serve the cause of Palpedia, transforming old enmities into a formidable bulwark. With this union, we set forth to claim our rightful place as the hegemon of these lands, ready to face the encroaching might of our neighbors and to secure both our survival and supremacy in the trials that lie ahead.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
the_concordant_realm_VER_title;Concordance with the Gardian people;;;;;;;;;;;;;;x
the_concordant_realm_VER_desc;§YVerspodia§! will gain a §Y0.4% Assimilation bonus§! on the §YGardian culture§!\n\nAfter centuries of unyielding strife and bitter conflict, the Gardian people of Milogard are to be fully brought into the fold of the Realm of Verspodia. This momentous decree not only seeks to heal the scars of a tumultuous past but to forge and weaponize the very essence of Milogard’s storied legacy of militarism. Their unwavering spirit and strength shall be molded to serve the cause of Verspodia, transforming old enmities into a formidable bulwark. With this union, we set forth to claim our rightful place as the hegemon of these lands, ready to face the encroaching might of our neighbors and to secure both our survival and supremacy in the trials that lie ahead.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
HAA_Navy_Outer_sea_title;Start Navy in Providence;;;;;;;;;;;;;;x
HAA_Navy_Outer_sea_desc;This will star our Navy in the Province of Providence;;;;;;;;;;;;;;x
HAA_Navy_inner_sea_title;Start Navy in Sidon;;;;;;;;;;;;;;x
HAA_Navy_inner_sea_desc;This will star our Navy in the Province of Sidon;;;;;;;;;;;;;;x
ESP_Navy_inner_sea_title;Start Navy in Lamia;;;;;;;;;;;;;;x
ESP_Navy_inner_sea_desc;This will star our Navy in the Province of Lamia;;;;;;;;;;;;;;x
ESP_Navy_outer_sea_title;Start Navy in Ruse;;;;;;;;;;;;;;x
ESP_Navy_outer_sea_desc;This will star our Navy in the Province of Ruse;;;;;;;;;;;;;;x
SPH_Navy_East_Coast_title;Start Navy in Anqing;;;;;;;;;;;;;;x
SPH_Navy_East_Coast_desc;This will star our Navy in the Province of Anqing;;;;;;;;;;;;;;x
SPH_Navy_West_Coast_title;Start Navy in Masulipatnam;;;;;;;;;;;;;;x
SPH_Navy_West_Coast_desc;This will star our Navy in the Province of Masulipatnam;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
over_the_narrow_sea_title;Jewel of the Narrow Sea;;;;;;;;;;;;;;x
over_the_narrow_sea_desc;Both §YVaran and Luden§! will gain a §Y1% Assimilation bonus§! on the §YMacerian culture§!\n\nThe strategic peninsula of Maceria, nestled between the powers of Varan and Luden, has become the centerpiece of a bitter rivalry. Renowned for its wealth as a thriving trade hub, Maceria’s control of the narrow sea lanes offers unparalleled influence over commerce and military movements. Varan, an ambitious island nation with expansionist aims, seeks to bring Maceria under its dominion, securing dominance over the sea and protecting its interests from the growing threat of Luden. Meanwhile, Luden, a rising continental power on Troida, views Maceria as a gateway to securing its economic future and countering Varan’s maritime supremacy. This decision will determine the fate of the narrow sea: whether Varan solidifies its grip or Luden claims a hegemonical position. The future of the region hangs in the balance, as both powers prepare their gambits.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
claims_to_old_quardoria_title;Dominion Over Quardoria;;;;;;;;;;;;;;x
claims_to_old_quardoria_desc;\nBoth §YPinaro and Varan§! will gain a §Y1% Assimilation bonus§! on the §YQuardorian culture§!\n\nThe Quardorian nations won their freedom through brutal guerrilla war, led by ambitious warlords who freed the people but shattered the region. Now the coast and interior stand contested by greater powers, so if Quardoria is to have a guardian, it will not be one who hesitates.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
overseas_imperium_VER_title;Overseas Imperium;;;;;;;;;;;;;;x
overseas_imperium_VER_desc;§RHover over my text!§!\n\n§RAll Colonial provinces§! in §YTroida§!, §YFidem§!, and §YSettled Servile§!\neach lose §R2 Life Rating (-0.01% popgrowth)§!\n\nFor every affected colonial province:\n§G1 core province§! gains §G1 Life Rating (+0.01% popgrowth)§!.\n\n§YMaximum achievable Life Rating§! is\n§Y40 Life Rating (+0.04% popgrowth)§! in all core provinces.\n\n§RLife Rating gains are reversed if Verspodia loses the corresponding colonial provinces!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
overseas_imperium_TRO_title;Overseas Imperium;;;;;;;;;;;;;;x
overseas_imperium_TRO_desc;§RHover over my text!§!\n\n§RAll Colonial provinces§! in §YTroida§!, §YFidem§!, and §YSettled Servile§!\neach lose §R2 Life Rating (-0.01% popgrowth)§!\n\nFor every affected colonial province:\n§G1 core province§! gains §G1 Life Rating (+0.01% popgrowth)§!.\n\n§YMaximum achievable Life Rating§! is\n§Y40 Life Rating (+0.04% popgrowth)§! in all core provinces.\n\n§RLife Rating gains are reversed if Trocia loses the corresponding colonial provinces!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
contest_over_namar_title;Empire's Edge;;;;;;;;;;;;;;x
contest_over_namar_desc;Both §YTrocia and Esperos§! will gain a §Y2% Assimilation bonus§! on the §YNamar culture§!\n\nThe coastal region of Namar Once a thriving hub of the transcontinental slave trade, now finds itself in turmoil. For centuries, its city-states prospered as economic conduits for the trade into the Pillars, giving rise to a distinct cultural identity shaped by a fusion of South Pillaren traditions. However, with the global decline of slavery, Namar’s wealth has withered, leaving its states fractured and embroiled in bitter internal rivalries. Seeking stability and protection, the embattled cities have turned to the great powers across the sea: Esperos and Trocia. Both nations, eager to expand their influence, have answered the call, vying for control of the region and its strategic position at the northern edge of Servile. This decision will determine the future of Namar. Will its fractured states find unity under the guidance of Esperos or Trocia, or will the contest for dominance plunge the region into further chaos? The struggle for Namar has begun, and the stakes are high for all involved.;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
build_east_ocean_canal_title;Build the East-Ocean Canal;;;;;;;;;;;;;;x
build_east_ocean_canal_desc;At long last, with the marvels of modern engineering and the ingenuity of advanced mechanical excavation, the vision of uniting distant waters has become a reality. Through the construction of state-of-the-art canal systems, we now possess the unprecedented capability to ferry vessels across the narrow expanse of land, forging a direct passage between the Seas of Pillas and the opulent expanse of the Wealthy Ocean. This triumph of progress heralds a new era of maritime commerce and prosperity!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
build_troida_servile_canal_title;Build the Troida-Servile Canal;;;;;;;;;;;;;;x
build_troida_servile_canal_desc;Long ago, the notion of forging a connection between the Iron Sea and the Settler’s Sea lingered as little more than an ambitious dream. Yet today, that dream stands on the brink of glorious reality. With the thunderous advance of modern machinery carving through the narrow strip of land that once divided them, a new world dawns before us. This monumental feat throws open the gates to the rich maritime routes of Fidem, Troida and Servile. A new chapter in trade and prosperity begins!;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
##########################Unciv_decisions###########################;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
hide_potential_reforms_title;Hide UNCIV Reforms;;;;;;;;;;;;;;x
hide_potential_reforms_desc;Hide away all unciv reform decisions;;;;;;;;;;;;;;x
show_potential_reforms_title;Show UNCIV Reforms;;;;;;;;;;;;;;x
show_potential_reforms_desc;Show all unciv reform decisions;;;;;;;;;;;;;;x
REF1_title;Hospitals;;;;;;;;;;;;;;x
REF2_title;Railroad Bonds;;;;;;;;;;;;;;x
REF3_title;Age of Ideas;;;;;;;;;;;;;;x
REF4_title;Mint Reform;;;;;;;;;;;;;;x
REF5_title;Military Doctrine;;;;;;;;;;;;;;x
REF6_title;Firepower;;;;;;;;;;;;;;x
REF7_title;Field Infantry;;;;;;;;;;;;;;x
REF8_title;Mining Charter;;;;;;;;;;;;;;x
REF9_title;Enlightened Path;;;;;;;;;;;;;;x
REF10_title;Market Initative;;;;;;;;;;;;;;x
REF11_title;Industrial Charter;;;;;;;;;;;;;;x
REF12_title;Military Drill;;;;;;;;;;;;;;x
REF1_desc;Unlock the reform §YHospitals;;;;;;;;;;;;;;x
REF2_desc;Unlock the reform §YRailroad Bonds;;;;;;;;;;;;;;x
REF3_desc;Unlock the reform §YAge of Ideas;;;;;;;;;;;;;;x
REF4_desc;Unlock the reform §YMint Reform;;;;;;;;;;;;;;x
REF5_desc;Unlock the reform §YMilitary Doctrine;;;;;;;;;;;;;;x
REF6_desc;Unlock the reform §YFirepower;;;;;;;;;;;;;;x
REF7_desc;Unlock the reform §YField Infantry;;;;;;;;;;;;;;x
REF8_desc;Unlock the reform §YMining Charter;;;;;;;;;;;;;;x
REF9_desc;Unlock the reform §YEnlightened Path;;;;;;;;;;;;;;x
REF10_desc;Unlock the reform §YMarket Initative;;;;;;;;;;;;;;x
REF11_desc;Unlock the reform §YIndustrial Charter;;;;;;;;;;;;;;x
REF12_desc;Unlock the reform §YMilitary Drill;;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
##########################psychology_decision###########################;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
clear_psychology_bonus_title;§RClear All National Promotion Bonuses;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,
clear_psychology_bonus_desc;This decision clears all of your current national promotion bonuses, allowing you to choose different options for the bonuses you do have unlocked.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,
##########################;;;;;;;;;;;;;x
##########################Events###########################;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
##########################102_The_Second_Gardian_Rising###########################;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
this_means_war_4760083;§RThis means War!;;;;;;;;;;;;;;x
4760083_desc;A nationalist rebellion has sparked demands for a unified constitution for all Gardian peoples, invoking their right to self-determination and national unity. This assertion is a direct challenge to our authority and cannot be allowed to proceed. §RThis proclamation amounts to a declaration of war!;;;;;;;;;;;;;;x
Whispered Words of Rebellion;Whispered Words of Rebellion;;;;;;;;;;;;;;x
desc_4760074;Envoys report salons in the Aligned Gardian States where talk turns to unity and independence. Local officials ask whether to act under our guidance.;;;;;;;;;;;;;;x
authorize_surveillance_raids_on_salons_4760074;Authorize surveillance raids on salons [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
fund_loyalist_salons_to_dilute_the_message_4760074;Fund loyalist salons to dilute the message [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
treat_the_whispers_as_idle_talk_4760074;Treat the whispers as idle talk;;;;;;;;;;;;;;x
desc_4760075;Clandestine meetings in the Aligned Gardian States worry their cabinets. They request a line from the Metropole on assemblies and curfews.;;;;;;;;;;;;;;x
impose_curfews_and_meeting_registries_4760075;Impose curfews and meeting registries [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
permit_licensed_assemblies_under_watch_4760075;Permit licensed assemblies under watch;;;;;;;;;;;;;;x
sponsor_public_forums_to_deflate_rumor_4760075;Sponsor public forums to deflate rumor [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
desc_4760076;Emblems from the Milogard period appear across the Aligned Gardian towns. Officials ask whether to make a show of enforcement or take a subtler course.;;;;;;;;;;;;;;x
order_public_cleanings_and_issue_fines_4760076;Order public cleanings and issue fines [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
subsidize_artists_to_diversify_symbols_4760076;Subsidize artists to diversify symbols [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
leave_it_to_local_magistrates_4760076;Leave it to local magistrates;;;;;;;;;;;;;;x
desc_4760077;A West-Gardian tune spreads through taverns and fairs in the Aligned Gardian States. It is not overtly seditious, yet everyone knows what it means.;;;;;;;;;;;;;;x
ban_the_song_and_seize_performance_licenses_4760077;Ban the song and seize performance licenses [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
license_performances_with_neutral_lyrics_4760077;License performances with neutral lyrics;;;;;;;;;;;;;;x
sponsor_loyal_composers_with_new_popular_tunes_4760077;Sponsor loyal composers with new popular tunes [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
desc_4760078;Pamphlets recounting the Milogard period circulate in the Aligned Gardian States. Our representatives propose measures to control the presses.;;;;;;;;;;;;;;x
conduct_sweeping_searches_and_confiscations_4760078;Conduct sweeping searches and confiscations [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
subsidize_loyal_printers_with_preferred_contracts_4760078;Subsidize loyal printers with preferred contracts [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
ignore_the_pamphlets_as_fashion_4760078;Ignore the pamphlets as fashion;;;;;;;;;;;;;;x
desc_4760079;Youth clubs across the Aligned Gardian States march under banners of unity and progress. Cabinets look to the Metropole for precedent on crowd control and youth policy.;;;;;;;;;;;;;;x
deploy_soldiers_to_break_up_the_marches_4760079;Deploy soldiers to break up the marches [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
create_aligned_youth_work_and_scholarship_programs_4760079;Create Aligned Youth Work and Scholarship Programs [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
leave_crowd_control_to_local_police_4760079;Leave crowd control to local police;;;;;;;;;;;;;;x
desc_4760080;Whispers claim a rival power may back Gardian unification. Our reaction will signal strength or insecurity across the Aligned Gardian States.;;;;;;;;;;;;;;x
denounce_the_rumors_and_expel_suspect_attaches_4760080;Denounce the rumors and expel suspect attachés [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
invite_neutral_observers_to_disprove_the_claims_4760080;Invite neutral observers to disprove the claims;;;;;;;;;;;;;;x
offer_commercial_privileges_to_key_vassals_4760080;Offer commercial privileges to key Aligned States [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
desc_4760081;A Gardian organization in an Aligned State capital proclaims a platform demanding autonomy and coordination among the Aligned Gardian States. Our response will shape their next step.;;;;;;;;;;;;;;x
threaten_sanctions_on_vassals_that_engage_them_4760081;Threaten sanctions on Aligned States that engage them [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
convene_talks_limited_to_municipal_administration_4760081;Convene talks limited to municipal administration [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
recognize_select_local_rights_to_split_the_coalition_4760081;Recognize select local rights to split the coalition [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
desc_4760108;At the urging of our advisors, an Aligned Gardian magistrate seizes an old banner from the Milogard period displayed in a town hall as a 'seditious emblem'. Crowds gather and word spreads across the Aligned States.;;;;;;;;;;;;;;x
support_the_seizure_to_uphold_order_4760108;Support the seizure to uphold order [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
instruct_the_vassal_to_quietly_return_the_banner_4760108;Instruct the Aligned State to quietly return the banner [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
treat_the_matter_as_the_vassals_internal_affair_4760108;Treat the matter as the Aligned State's internal affair;;;;;;;;;;;;;;x
desc_4760109;Our economic advisors propose aligning tariffs, transit fees, and inspection standards across the Aligned Gardian States to 'simplify commerce' under our guidance. Local elites decry it as an overreach.;;;;;;;;;;;;;;x
enforce_uniform_trade_rules_without_exception_4760109;Enforce uniform trade rules without exception [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
allow_limited_local_exemptions_4760109;Allow limited local exemptions [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
permit_vassals_to_retain_independent_trade_rules_4760109;Permit Aligned States to retain independent trade rules [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
desc_4760110;Our cultural envoy recommends shifting the curriculum in a West-Gardian university: more classes in the Metropole’s language, fewer in West-Gardian, to 'standardize official communication'. Students and faculty protest outside the rector’s office.;;;;;;;;;;;;;;x
uphold_the_directive_shift_curriculum_to_our_language_4760110;Uphold the directive, shift curriculum to our language [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
balance_the_curriculum_expand_both_languages_4760110;Balance the curriculum, expand both languages;;;;;;;;;;;;;;x
reverse_the_directive_and_fund_gardian_studies_4760110;Reverse the directive and fund West-Gardian studies [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
desc_4760111;At a banquet in an Aligned Gardian capital, our appointed governor toasts 'unity under one order' and offhandedly mocks local customs. The remark races through the regional press.;;;;;;;;;;;;;;x
defend_the_governors_remarks_4760111;Defend the governor’s remarks [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
force_a_formal_apology_through_the_foreign_office_4760111;Force a formal apology through the Foreign Office [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
let_the_incident_fade_without_comment_4760111;Let the incident fade without comment;;;;;;;;;;;;;;x
desc_4760112;Fearing unrest, our diplomats press an Aligned Gardian cabinet to cancel a popular harvest festival. The cancellation becomes a rallying point across the Aligned Gardian States.;;;;;;;;;;;;;;x
maintain_the_ban_to_ensure_stability_4760112;Maintain the ban to ensure stability [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
allow_the_festival_under_supervision_4760112;Allow the festival under supervision;;;;;;;;;;;;;;x
sponsor_the_festival_as_a_showcase_4760112;Sponsor the festival as a showcase [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
desc_4760113;Administrators in the Metropole propose a new empire-wide census distinguishing subjects by language and custom to 'improve governance'. The Aligned Gardian States quietly begin to see themselves recorded as one people once again.;;;;;;;;;;;;;;x
approve_detailed_ethnic_enumeration_4760113;Approve detailed ethnic enumeration [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
simplify_categories_to_avoid_tension_4760113;Simplify categories to avoid tension;;;;;;;;;;;;;;x
delay_the_census_indefinitely_4760113;Delay the census indefinitely [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
desc_4760114;In an Aligned Gardian capital, local councils petition to restore a monument from the Milogard period. Our advisors propose replacing it with a new 'arch of unity'. Both choices threaten to inflame sentiment.;;;;;;;;;;;;;;x
approve_the_arch_of_unity_4760114;Approve the arch of unity [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
allow_the_old_monument_with_modifications_4760114;Allow the old monument with modifications;;;;;;;;;;;;;;x
deny_the_petition_entirely_4760114;Deny the petition entirely [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
desc_4760115;We sponsor a grand exposition in the Aligned Gardian States to display the harmony of imperial culture. West-Gardian artisans and engineers dominate the exhibition, turning it into a rallying point of pride.;;;;;;;;;;;;;;x
praise_the_gardian_artisans_publicly_4760115;Praise the West-Gardian artisans publicly [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
minimize_coverage_in_official_gazettes_4760115;Minimize coverage in official gazettes;;;;;;;;;;;;;;x
cancel_future_expositions_4760115;Cancel future expositions;;;;;;;;;;;;;;x
desc_4760116;A West-Gardian poet, exiled for incitement, publishes abroad. His verses find their way back through smugglers and sympathetic merchants. Every confiscation spreads his legend further.;;;;;;;;;;;;;;x
ban_all_import_of_his_works_4760116;Ban all import of his works [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
permit_his_writings_quietly_4760116;Permit his writings quietly;;;;;;;;;;;;;;x
invite_the_poet_home_under_guard_4760116;Invite the poet home under guard [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
desc_4760117;Young nobles from the Aligned Gardian States, educated in the academies of the Metropole, return home speaking of progress, liberty, and sovereignty. They begin to articulate West-Gardian independence in the very language we taught them.;;;;;;;;;;;;;;x
tighten_oversight_of_vassal_students_4760117;Tighten oversight of Aligned State students [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
establish_loyalist_scholarships_4760117;Establish loyalist scholarships [§BDecrease Nationalism§!];;;;;;;;;;;;;;x
ignore_the_issue_4760117;Ignore the issue [§RIncrease Nationalism§!];;;;;;;;;;;;;;x
47600821_title;$FROMCOUNTRY$ Recognize Metropolitan Dominion;;;;;;;;;;;;;;x
47600821_desc;Our envoys report that $FROMCOUNTRY$ has formally recognized the Metropole’s authority. Their government has dispatched ambassadors pledging alignment with our directives and acknowledging our primacy in their external affairs.;;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
##########################108_The_Crowns_of_East_pillars###########################;;;;;;;;;;;;;x
##########################;;;;;;;;;;;;;x
4760086_desc;A proclamation has been issued from the esteemed government of $FROMCOUNTRY$, proposing that the Kingdom of Terilemi be formally dissolved, its ancient crown and sovereign rights to be rendered null. This proposition has cast a shadow over the affairs of state throughout the region, demanding our measured consideration. Shall we endorse this proposal, aligning with the esteemed $FROMCOUNTRY$ in the pursuit of a stable and unified future? Or shall we reject it, standing in defense of Tterilemi sovereignty and affirming our commitment to the preservation of the region’s independence and heritage? Our response to this solemn matter shall echo across our nation and the annals of history.;;;;;;;;;;;;;;x
